Offset-Description                                                                   
0000 - Pointer           3579FE50 : P->00FAE99C        35A2AD90 : P->00FAE99C        
0FE4 - Byte              357A0E34 : 200                35A2BD74 : 255                
0FE5 - Byte              357A0E35 : 53                 35A2BD75 : 255                
0FE6 - Byte              357A0E36 : 81                 35A2BD76 : 127                
0FE7 - Byte              357A0E37 : 65                 35A2BD77 : 63                 
0FE8 - Float             357A0E38 : 13.06048393        35A2BD78 : 0.9999999404       
0FEC - Float             357A0E3C : 13.04380512        35A2BD7C : 0                  
0FF0 - Byte              357A0E40 : 157                35A2BD80 : 0                  
0FF1 - Byte              357A0E41 : 87                 35A2BD81 : 184                
0FF2 - Byte              357A0E42 : 40                 35A2BD82 : 191                
0FF3 - Byte              357A0E43 : 66                 35A2BD83 : 61                 
0FF4 - Byte              357A0E44 : 251                35A2BD84 : 0                  
0FF5 - String            357A0E45 : H(BT1(BEL+B        35A2BD85 : xx¾                
